FireplaceQu,LotShape,LandSlope,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,HeatingQC,KitchenQual,Functional,GarageFinish,GarageQual,GarageCond,PavedDrive,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Longitude,Latitude,Median_n_Closest_SalePrice
3.0,3.0,0.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,7.0,3.0,5.0,5.0,2.0,133,20,rl,75,7388,no_alley_access,lvl,corner,names,norm,1fam,1story,1959,2002,gable,metalsd,metalsd,none,0,cblock,rec,405,unf,0,658,1063,gasa,y,sbrkr,1327,0,0,1327,1,0,1,0,3,1,7,0,detchd,1974.0,2,624,0,0,0,0,0,0,no_fence,none,0,7,2007,wd,normal,150750.0,-93.62326049804688,42.04124450683594,140500.0
3.0,3.0,0.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,1.0,3.0,7.0,0.0,5.0,5.0,2.0,1082,20,rl,75,7500,no_alley_access,lvl,corner,sawyer,feedr,1fam,1story,1963,1963,gable,hdboard,hdboard,none,0,cblock,alq,824,unf,0,216,1040,gasa,y,sbrkr,1040,0,0,1040,1,0,1,1,3,1,5,0,attchd,1963.0,1,308,0,0,220,0,0,0,mnprv,none,0,6,2010,wd,normal,133000.0,-93.67206573486328,42.034568786621094,135750.0
3.0,3.0,0.0,4.0,6.0,3.0,4.0,4.0,5.0,3.0,0.0,2.0,7.0,2.0,5.0,5.0,2.0,1300,20,rl,75,7500,no_alley_access,lvl,inside,names,norm,1fam,1story,1959,1994,hip,brkface,brkface,none,0,cblock,lwq,340,rec,906,0,1246,gasa,y,sbrkr,1246,0,0,1246,1,0,1,1,3,1,6,0,attchd,1959.0,1,305,218,0,0,0,0,0,gdprv,none,0,5,2010,wd,normal,154000.0,-93.60597229003906,42.03593826293945,133700.0
3.0,3.0,0.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,7.0,3.0,5.0,5.0,2.0,835,20,rl,75,7875,no_alley_access,lvl,inside,names,norm,1fam,1story,1961,1961,gable,vinylsd,vinylsd,brkface,136,cblock,rec,572,unf,0,572,1144,gasa,y,sbrkr,1144,0,0,1144,1,0,1,0,3,1,6,0,attchd,1961.0,2,456,0,0,0,0,0,0,gdwo,none,0,9,2008,wd,normal,139950.0,-93.61785888671875,42.04708480834961,145125.0
3.0,3.0,0.0,5.0,4.0,3.0,4.0,2.0,5.0,0.0,0.0,2.0,7.0,1.0,3.0,3.0,0.0,2863,20,rl,75,8050,no_alley_access,lvl,inside,edwards,norm,1fam,1story,2002,2002,gable,vinylsd,vinylsd,none,0,pconc,glq,475,alq,297,142,914,gasa,y,sbrkr,914,0,0,914,1,0,1,0,2,1,4,0,no_garage,0.0,0,0,32,0,0,0,0,0,no_fence,none,0,4,2006,wd,normal,,-93.67130279541016,42.02116775512695,130000.0
5.0,3.0,0.0,4.0,7.0,3.0,2.0,4.0,5.0,3.0,0.0,2.0,7.0,3.0,5.0,5.0,2.0,2019,20,rl,75,8100,no_alley_access,lvl,inside,sawyer,feedr,1fam,1story,1961,2007,gable,wd sdng,wd sdng,none,0,cblock,alq,764,unf,0,100,864,gasa,y,sbrkr,864,0,0,864,1,0,1,0,3,1,5,1,detchd,1962.0,1,420,132,0,0,0,0,0,no_fence,none,0,7,2008,wd,normal,,-93.67396545410156,42.03461456298828,134900.0
3.0,3.0,0.0,5.0,6.0,3.0,4.0,2.0,5.0,3.0,0.0,3.0,7.0,2.0,5.0,2.0,2.0,210,20,rl,75,8250,no_alley_access,lvl,inside,names,norm,1fam,1story,1964,1964,hip,hdboard,hdboard,stone,260,cblock,rec,787,unf,0,305,1092,gasa,y,sbrkr,1092,0,0,1092,1,0,1,0,3,1,6,0,attchd,1964.0,2,504,0,0,0,0,0,0,mnprv,none,0,7,2008,wd,normal,145000.0,-93.6277084350586,42.04177474975586,145000.0
3.0,0.0,0.0,4.0,6.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,7.0,3.0,5.0,5.0,2.0,2429,20,rl,75,8700,no_alley_access,lvl,inside,names,norm,1fam,1story,1961,1961,gable,hdboard,hdboard,brkface,53,cblock,alq,192,unf,0,728,920,gasa,y,sbrkr,888,0,0,888,0,1,1,0,3,1,5,0,attchd,1961.0,1,240,0,0,0,0,0,0,no_fence,none,0,2,2007,cod,abnorml,,-93.60914611816406,42.039981842041016,135000.0
3.0,3.0,0.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,7.0,0.0,5.0,5.0,2.0,2810,20,rl,75,9000,no_alley_access,lvl,corner,sawyer,norm,1fam,1story,1966,1966,gable,plywood,plywood,none,0,cblock,alq,773,unf,0,286,1059,gasa,y,sbrkr,1059,0,0,1059,1,0,1,0,3,1,6,0,attchd,1966.0,1,286,0,88,0,0,0,0,gdwo,none,0,6,2006,wd,abnorml,,-93.67560577392578,42.03135681152344,136750.0
3.0,3.0,0.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,5.0,5.0,2.0,805,20,rl,75,9000,no_alley_access,lvl,inside,names,norm,1fam,1story,1954,1954,gable,wd sdng,wd sdng,none,0,cblock,lwq,812,unf,0,124,936,gasa,y,sbrkr,1128,0,0,1128,0,0,1,0,2,1,5,0,attchd,1954.0,1,286,0,0,0,0,0,0,gdwo,none,0,6,2006,wd,family,118000.0,-93.61811828613281,42.04229736328125,141000.0
3.0,3.0,0.0,5.0,4.0,3.0,4.0,4.0,5.0,0.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,1750,20,rl,75,9000,no_alley_access,lvl,inside,nwames,feedr,1fam,1story,1969,1969,gable,hdboard,hdboard,brkface,200,cblock,blq,955,unf,0,261,1216,gasa,y,sbrkr,1216,0,0,1216,1,0,1,0,3,1,5,0,attchd,1969.0,1,336,0,0,0,0,0,0,mnprv,none,0,8,2009,wd,abnorml,,-93.63282012939453,42.045799255371094,175000.0
2.0,3.0,0.0,3.0,4.0,3.0,2.0,4.0,5.0,3.0,0.0,3.0,7.0,2.0,5.0,5.0,2.0,2820,20,rl,75,9375,no_alley_access,lvl,corner,edwards,norm,1fam,1story,1954,1954,gable,metalsd,metalsd,none,0,cblock,rec,799,unf,0,168,967,gasa,y,sbrkr,1350,0,0,1350,0,0,1,1,3,1,6,1,attchd,1954.0,2,504,237,0,0,0,0,0,no_fence,none,0,6,2006,wd,normal,,-93.6660385131836,42.02653121948242,134950.0
3.0,3.0,0.0,5.0,6.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,7.0,3.0,5.0,5.0,2.0,123,20,rl,75,9464,no_alley_access,lvl,corner,names,norm,1fam,1story,1958,1958,hip,metalsd,metalsd,brkface,135,cblock,blq,570,unf,0,510,1080,gasa,y,sbrkr,1080,0,0,1080,0,0,1,0,3,1,5,0,attchd,1958.0,1,288,0,0,0,0,130,0,no_fence,none,0,6,2008,wd,normal,136000.0,-93.61239624023438,42.042022705078125,140200.0
3.0,3.0,0.0,4.0,5.0,3.0,4.0,2.0,5.0,3.0,0.0,2.0,7.0,3.0,5.0,5.0,2.0,839,20,rl,75,9525,no_alley_access,lvl,inside,collgcr,norm,1fam,1story,1995,2006,gable,vinylsd,vinylsd,none,0,pconc,unf,0,unf,0,1099,1099,gasa,y,sbrkr,1099,0,0,1099,0,0,1,1,3,1,6,0,attchd,1999.0,1,352,278,0,0,0,0,0,no_fence,none,0,6,2008,wd,normal,144000.0,-93.69121551513672,42.01914978027344,200500.0
3.0,3.0,0.0,4.0,6.0,3.0,4.0,4.0,5.0,0.0,4.0,3.0,7.0,0.0,5.0,5.0,2.0,1572,20,rl,75,9525,no_alley_access,lvl,inside,edwards,norm,1fam,1story,1954,1998,gable,wdshing,wd shng,none,0,cblock,blq,954,unf,0,218,1172,gasa,y,sbrkr,1172,0,0,1172,1,0,1,0,3,1,5,0,attchd,1954.0,1,366,240,0,0,0,0,0,no_fence,none,0,6,2010,wd,normal,,-93.66609954833984,42.02526092529297,121250.0
1.0,3.0,0.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,2.0,0.0,5.0,5.0,2.0,2421,20,rl,75,9532,no_alley_access,lvl,inside,names,norm,1fam,1story,1953,1953,gable,vinylsd,vinylsd,none,0,cblock,blq,595,rec,354,156,1105,gasa,y,sbrkr,1647,0,0,1647,1,0,1,0,3,1,6,1,attchd,1953.0,1,280,225,0,0,0,0,368,gdprv,none,0,2,2007,wd,normal,,-93.61860656738281,42.0347900390625,119000.0
3.0,3.0,0.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,7.0,0.0,5.0,5.0,2.0,1779,20,rl,75,9533,no_alley_access,lvl,inside,names,norm,1fam,1story,1953,1953,hip,wd sdng,wd sdng,brkface,140,slab,no_basement,0,no_basement,0,0,0,gasa,y,fusea,1210,0,0,1210,0,0,1,1,2,1,7,0,attchd,1953.0,1,616,208,0,100,0,0,0,mnprv,none,0,8,2009,conld,normal,,-93.61860656738281,42.03468704223633,119000.0
3.0,3.0,0.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,2528,20,rl,75,9675,no_alley_access,lvl,corner,collgcr,norm,1fam,1story,1975,1975,hip,hdboard,hdboard,none,0,cblock,blq,330,rec,432,102,864,gasa,y,sbrkr,879,0,0,879,0,0,1,0,3,1,5,0,attchd,1975.0,2,440,0,80,0,0,0,0,no_fence,none,0,9,2007,con,normal,,-93.68498992919922,42.02116394042969,200500.0
2.0,3.0,0.0,7.0,4.0,2.0,4.0,2.0,5.0,3.0,0.0,2.0,7.0,2.0,5.0,5.0,2.0,23,20,rl,75,9742,no_alley_access,lvl,inside,collgcr,norm,1fam,1story,2002,2002,hip,vinylsd,vinylsd,brkface,281,pconc,unf,0,unf,0,1777,1777,gasa,y,sbrkr,1795,0,0,1795,0,0,2,0,3,1,7,1,attchd,2002.0,2,534,171,159,0,0,0,0,no_fence,none,0,9,2008,wd,normal,230000.0,-93.68785858154297,42.018733978271484,200500.0
5.0,3.0,0.0,6.0,4.0,2.0,4.0,2.0,5.0,3.0,0.0,2.0,7.0,3.0,5.0,5.0,2.0,1204,20,rl,75,9750,no_alley_access,lvl,inside,collgcr,norm,1fam,1story,2000,2001,gable,vinylsd,vinylsd,brkface,171,pconc,unf,0,unf,0,1630,1630,gasa,y,sbrkr,1630,0,0,1630,0,0,2,0,3,1,6,1,attchd,2000.0,2,451,74,234,0,0,0,0,no_fence,none,0,10,2009,wd,normal,213000.0,-93.68167114257812,42.01679611206055,199750.0
3.0,3.0,0.0,6.0,4.0,2.0,4.0,2.0,5.0,2.0,0.0,2.0,7.0,3.0,5.0,5.0,2.0,2181,20,rl,75,9750,no_alley_access,lvl,inside,collgcr,norm,1fam,1story,2004,2004,gable,vinylsd,vinylsd,stone,50,pconc,glq,24,unf,0,1421,1445,gasa,y,sbrkr,1445,0,0,1445,0,0,2,0,3,1,6,0,attchd,2004.0,2,470,0,35,0,0,0,0,no_fence,none,0,6,2008,wd,normal,,-93.6852035522461,42.013912200927734,200000.0
3.0,3.0,0.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,7.0,2.0,5.0,5.0,2.0,814,20,rl,75,9750,no_alley_access,lvl,inside,names,norm,1fam,1story,1958,1958,gable,metalsd,metalsd,brkface,243,cblock,rec,608,unf,0,834,1442,gasa,y,sbrkr,1442,0,0,1442,0,0,1,1,4,1,7,0,attchd,1958.0,1,301,0,0,275,0,0,0,no_fence,shed,500,4,2007,cod,normal,157900.0,-93.61528015136719,42.0439453125,142500.0
3.0,3.0,0.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,2184,20,rl,75,9825,no_alley_access,lvl,inside,edwards,norm,1fam,1story,1966,1966,hip,hdboard,hdboard,none,0,cblock,rec,609,unf,0,483,1092,gasa,y,sbrkr,1092,0,0,1092,0,0,1,0,3,1,6,0,attchd,1966.0,1,264,259,0,0,0,161,0,mnprv,none,0,4,2008,cod,abnorml,,-93.67755126953125,42.020904541015625,155000.0
3.0,3.0,0.0,6.0,5.0,2.0,4.0,2.0,5.0,3.0,0.0,2.0,7.0,3.0,5.0,5.0,2.0,2337,20,rl,75,9910,no_alley_access,lvl,inside,somerst,feedr,1fam,1story,2007,2007,gable,vinylsd,vinylsd,none,0,pconc,unf,0,unf,0,1369,1369,gasa,y,sbrkr,1369,0,0,1369,0,0,2,0,3,1,5,0,attchd,2007.0,2,605,0,203,0,0,0,0,no_fence,none,0,9,2007,new,partial,,-93.64411926269531,42.05440902709961,232300.0
3.0,3.0,0.0,4.0,6.0,3.0,2.0,4.0,5.0,3.0,0.0,3.0,7.0,0.0,5.0,5.0,2.0,660,20,rl,75,9937,no_alley_access,lvl,corner,edwards,norm,1fam,1story,1964,1999,hip,metalsd,metalsd,none,0,pconc,blq,637,unf,0,849,1486,gasa,y,sbrkr,1486,0,0,1486,1,0,1,0,3,1,7,0,detchd,1968.0,2,480,0,0,0,0,0,0,mnprv,none,0,3,2009,wd,normal,167000.0,-93.67740631103516,42.02124786376953,149900.0
3.0,3.0,0.0,4.0,5.0,2.0,4.0,4.0,5.0,3.0,2.0,3.0,7.0,0.0,5.0,5.0,2.0,1460,20,rl,75,9937,no_alley_access,lvl,inside,edwards,norm,1fam,1story,1965,1965,gable,hdboard,hdboard,none,0,cblock,blq,830,lwq,290,136,1256,gasa,y,sbrkr,1256,0,0,1256,1,0,1,1,3,1,6,0,attchd,1965.0,1,276,736,68,0,0,0,0,no_fence,none,0,6,2008,wd,normal,147500.0,-93.67740631103516,42.021244049072266,152450.0
2.0,3.0,0.0,7.0,4.0,2.0,4.0,0.0,5.0,0.0,0.0,2.0,7.0,2.0,5.0,5.0,2.0,1325,20,rl,75,9986,no_alley_access,lvl,inside,somerst,norm,1fam,1story,2006,2007,gable,vinylsd,vinylsd,brkface,428,pconc,unf,0,unf,0,1795,1795,gasa,y,sbrkr,1795,0,0,1795,0,0,2,0,2,1,7,1,attchd,2007.0,3,895,0,49,0,0,0,0,no_fence,none,0,2,2007,new,partial,147000.0,-93.64395904541016,42.05451583862305,232000.0
3.0,3.0,0.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,7.0,2.0,5.0,5.0,2.0,2413,20,rl,75,10050,no_alley_access,lvl,inside,names,norm,1fam,1story,1955,1955,hip,metalsd,metalsd,none,0,cblock,rec,288,unf,0,928,1216,gasa,y,sbrkr,1216,0,0,1216,1,0,1,0,3,1,5,0,attchd,1955.0,1,336,0,0,0,0,0,0,no_fence,none,0,8,2007,wd,normal,,-93.61927032470703,42.0418701171875,140000.0
2.0,3.0,0.0,7.0,4.0,2.0,4.0,0.0,5.0,0.0,0.0,2.0,7.0,2.0,5.0,5.0,2.0,7,20,rl,75,10084,no_alley_access,lvl,inside,somerst,norm,1fam,1story,2004,2005,gable,vinylsd,vinylsd,stone,186,pconc,glq,1369,unf,0,317,1686,gasa,y,sbrkr,1694,0,0,1694,1,0,2,0,3,1,7,1,attchd,2004.0,2,636,255,57,0,0,0,0,no_fence,none,0,8,2007,wd,normal,307000.0,-93.64125061035156,42.05310821533203,233864.0
1.0,3.0,0.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,202,20,rl,75,10125,no_alley_access,lvl,inside,mitchel,norm,1fam,1story,1977,1977,gable,plywood,plywood,none,0,cblock,alq,641,lwq,279,276,1196,gasa,y,sbrkr,1279,0,0,1279,0,1,2,0,3,1,6,2,detchd,1980.0,2,473,238,83,0,0,0,0,mnprv,none,0,2,2008,wd,normal,171500.0,-93.60454559326172,41.996917724609375,135000.0
2.0,3.0,0.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,7.0,3.0,5.0,5.0,2.0,2747,20,rl,75,10170,no_alley_access,lvl,corner,names,norm,1fam,1story,1951,1951,hip,wd sdng,wd sdng,brkface,522,cblock,unf,0,unf,0,216,216,gasa,y,sbrkr,1575,0,0,1575,0,0,1,1,2,1,5,1,attchd,1951.0,2,400,0,0,0,0,0,0,no_fence,none,0,6,2006,wd,normal,,-93.6170654296875,42.03835678100586,131000.0
3.0,3.0,0.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,0.0,3.0,7.0,3.0,5.0,5.0,2.0,1320,20,rl,75,10215,no_alley_access,bnk,inside,edwards,norm,1fam,1story,1954,1954,hip,wd sdng,wd sdng,brkface,132,pconc,alq,492,unf,0,372,864,gasa,y,sbrkr,948,0,0,948,0,0,1,0,3,1,5,0,attchd,1954.0,1,248,0,0,0,0,0,0,no_fence,none,0,2,2007,wd,normal,111000.0,-93.66350555419922,42.020782470703125,113000.0
3.0,3.0,0.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,7.0,2.0,5.0,5.0,2.0,2062,20,rl,75,10425,no_alley_access,lvl,inside,names,norm,1fam,1story,1956,1958,gable,metalsd,metalsd,none,0,cblock,rec,774,unf,0,330,1104,gasa,y,sbrkr,1104,0,0,1104,1,0,1,0,3,1,5,0,attchd,1956.0,1,384,0,0,0,0,0,0,no_fence,none,0,4,2008,wd,normal,,-93.6133804321289,42.04230499267578,139400.0
3.0,3.0,0.0,4.0,5.0,3.0,4.0,4.0,2.0,0.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,234,20,rl,75,10650,no_alley_access,lvl,corner,collgcr,norm,1fam,1story,1976,1976,gable,hdboard,hdboard,none,0,cblock,lwq,182,alq,712,0,894,gasa,y,sbrkr,894,0,0,894,1,0,1,0,3,1,5,0,attchd,1976.0,1,308,365,0,0,0,0,0,mnprv,none,0,2,2010,wd,normal,128200.0,-93.687744140625,42.02139663696289,155835.0
5.0,3.0,0.0,6.0,4.0,2.0,4.0,2.0,5.0,2.0,0.0,2.0,7.0,2.0,5.0,5.0,2.0,1878,20,rl,75,11166,no_alley_access,lvl,inside,collgcr,norm,1fam,1story,2001,2001,gable,vinylsd,vinylsd,brkface,180,pconc,glq,24,unf,0,1468,1492,gasa,y,sbrkr,1492,0,0,1492,0,0,2,0,3,1,6,1,attchd,2001.0,2,608,0,114,0,0,168,0,no_fence,none,0,7,2009,wd,family,,-93.68862915039062,42.01571273803711,209250.0
4.0,3.0,0.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,7.0,3.0,5.0,5.0,2.0,1200,20,rl,75,11235,no_alley_access,lvl,inside,sawyer,norm,1fam,1story,1963,1979,gable,hdboard,hdboard,brkface,51,cblock,rec,547,unf,0,504,1051,gasa,y,sbrkr,1382,0,0,1382,0,0,1,1,3,1,6,1,attchd,1974.0,2,459,0,82,0,0,0,0,no_fence,none,0,10,2006,wd,normal,148000.0,-93.67555236816406,42.03351974487305,132750.0
5.0,3.0,0.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,0.0,3.0,7.0,3.0,5.0,5.0,2.0,248,20,rl,75,11310,no_alley_access,lvl,inside,names,norm,1fam,1story,1954,1954,hip,wd sdng,brkface,none,0,cblock,unf,0,unf,0,1367,1367,gasa,y,sbrkr,1375,0,0,1375,0,0,1,0,2,1,5,1,attchd,1954.0,2,451,0,30,0,0,0,0,no_fence,none,0,6,2006,wd,normal,140000.0,-93.61859130859375,42.040252685546875,139000.0
4.0,3.0,0.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,7.0,0.0,5.0,5.0,2.0,1843,20,rl,75,11625,no_alley_access,lvl,inside,sawyer,norm,1fam,1story,1967,1967,hip,hdboard,hdboard,brkface,172,cblock,blq,527,unf,0,525,1052,gasa,y,sbrkr,1052,0,0,1052,0,0,1,1,3,1,6,1,attchd,1984.0,1,668,0,215,0,0,0,0,no_fence,none,0,4,2009,wd,abnorml,,-93.67338562011719,42.032386779785156,135000.0
3.0,0.0,0.0,6.0,4.0,2.0,4.0,2.0,5.0,2.0,0.0,2.0,7.0,2.0,5.0,5.0,2.0,2509,20,rl,75,11750,no_alley_access,lvl,inside,collgcr,norm,1fam,1story,2005,2006,gable,vinylsd,vinylsd,brkface,204,pconc,glq,20,unf,0,1526,1546,gasa,y,sbrkr,1546,0,0,1546,0,0,2,0,3,1,7,0,attchd,2005.0,3,796,144,42,0,0,0,0,no_fence,none,0,6,2007,wd,normal,,-93.6889419555664,42.025726318359375,195400.0
2.0,0.0,0.0,7.0,4.0,2.0,4.0,2.0,5.0,3.0,0.0,2.0,7.0,2.0,5.0,5.0,2.0,1003,20,rl,75,11957,no_alley_access,lvl,inside,somerst,rran,1fam,1story,2006,2006,gable,vinylsd,vinylsd,brkface,53,pconc,glq,24,unf,0,1550,1574,gasa,y,sbrkr,1574,0,0,1574,0,0,2,0,3,1,7,1,attchd,2006.0,3,824,144,104,0,0,0,0,no_fence,none,0,7,2008,wd,normal,232000.0,-93.642333984375,42.05510330200195,229500.0
3.0,0.0,0.0,4.0,6.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,7.0,3.0,5.0,5.0,2.0,1927,20,rl,75,12518,no_alley_access,lvl,inside,mitchel,norm,1fam,1story,1968,1968,gable,hdboard,hdboard,brkface,182,cblock,alq,532,unf,0,476,1008,gasa,y,sbrkr,1008,0,0,1008,0,0,1,0,3,1,6,0,attchd,1968.0,1,384,144,0,0,0,0,0,mnprv,none,0,4,2009,wd,normal,,-93.60426330566406,41.99353790283203,134500.0
5.0,0.0,0.0,5.0,4.0,3.0,4.0,2.0,5.0,3.0,0.0,3.0,7.0,3.0,5.0,5.0,2.0,2232,20,rl,75,12890,no_alley_access,lvl,inside,timber,norm,1fam,1story,1989,1989,gable,wd sdng,wd sdng,brkface,128,cblock,unf,0,unf,0,1495,1495,gasa,y,sbrkr,1495,0,0,1495,0,0,2,0,3,1,8,1,attchd,1989.0,2,438,252,0,192,0,0,0,no_fence,none,0,7,2008,wd,normal,,-93.6446762084961,41.999813079833984,224250.0
5.0,3.0,1.0,5.0,4.0,3.0,4.0,2.0,5.0,1.0,0.0,2.0,7.0,0.0,5.0,5.0,2.0,477,20,rl,75,13125,no_alley_access,lvl,inside,collgcr,norm,1fam,1story,1997,1998,gable,vinylsd,vinylsd,brkface,215,pconc,glq,994,unf,0,484,1478,gasa,y,sbrkr,1493,0,0,1493,1,0,2,0,3,1,7,1,attchd,1997.0,2,508,140,39,0,0,0,0,no_fence,none,0,4,2008,wd,normal,208900.0,-93.67950439453125,42.017852783203125,149600.0
5.0,3.0,0.0,4.0,6.0,2.0,4.0,4.0,5.0,3.0,0.0,3.0,2.0,3.0,5.0,5.0,2.0,511,20,rl,75,14559,no_alley_access,lvl,inside,names,norm,1fam,1story,1951,2000,hip,wd sdng,wd sdng,brkcmn,70,cblock,blq,650,rec,180,178,1008,gasa,y,sbrkr,1363,0,0,1363,1,0,1,0,2,1,6,2,carport,1951.0,1,288,324,42,0,0,168,0,no_fence,shed,2000,6,2009,wd,normal,164900.0,-93.6172103881836,42.0371208190918,117750.0
2.0,0.0,0.0,8.0,4.0,2.0,4.0,2.0,5.0,3.0,0.0,0.0,7.0,0.0,5.0,5.0,2.0,766,20,rl,75,14587,no_alley_access,lvl,inside,somerst,norm,1fam,1story,2008,2008,gable,vinylsd,vinylsd,stone,284,pconc,unf,0,unf,0,1498,1498,gasa,y,sbrkr,1506,0,0,1506,0,0,2,0,2,1,6,1,attchd,2008.0,2,592,0,174,0,0,0,0,no_fence,none,0,8,2008,new,partial,264132.0,-93.64208984375,42.05436706542969,232000.0
3.0,0.0,0.0,4.0,6.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,1880,20,rl,76,6950,no_alley_access,lvl,inside,collgcr,norm,1fam,1story,1979,1979,gable,hdboard,hdboard,brkface,40,cblock,alq,710,blq,72,132,914,gasa,y,sbrkr,914,0,0,914,1,0,1,0,2,1,5,0,attchd,1979.0,2,444,0,0,0,0,0,0,no_fence,none,0,10,2009,wd,normal,,-93.68721771240234,42.01918411254883,197900.0
1.0,0.0,0.0,4.0,6.0,3.0,2.0,4.0,5.0,3.0,0.0,3.0,7.0,0.0,5.0,5.0,2.0,2391,20,rl,76,8243,no_alley_access,lvl,culdsac,names,norm,1fam,1story,1961,1961,gable,vinylsd,vinylsd,brkface,56,cblock,alq,700,unf,0,264,964,gasa,y,sbrkr,964,0,0,964,0,0,1,0,3,1,5,1,detchd,1985.0,2,784,170,0,0,0,0,0,gdprv,none,0,2,2007,wd,normal,,-93.62145233154297,42.043609619140625,141500.0
3.0,3.0,0.0,4.0,6.0,3.0,4.0,4.0,5.0,1.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,275,20,rl,76,8314,no_alley_access,lvl,corner,mitchel,norm,1fam,1story,1982,1982,gable,hdboard,imstucc,none,0,cblock,alq,546,unf,0,270,816,gasa,y,sbrkr,816,0,0,816,0,0,1,0,2,1,5,0,attchd,1982.0,1,264,168,0,0,0,0,0,no_fence,none,0,6,2007,wd,normal,124500.0,-93.6041488647461,41.98822021484375,129950.0
5.0,3.0,0.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,0.0,3.0,7.0,2.0,5.0,5.0,2.0,1172,20,rl,76,9120,no_alley_access,lvl,inside,names,norm,1fam,1story,1958,1958,hip,metalsd,metalsd,none,0,cblock,alq,662,unf,0,599,1261,gasa,y,sbrkr,1261,0,0,1261,1,0,1,0,3,1,6,1,attchd,1958.0,2,433,0,0,0,0,288,0,no_fence,shed,1400,11,2008,wd,normal,163000.0,-93.61754608154297,42.04485321044922,142500.0
2.0,0.0,0.0,7.0,4.0,2.0,4.0,0.0,5.0,0.0,0.0,2.0,7.0,0.0,5.0,5.0,2.0,1705,20,rl,76,9139,no_alley_access,lvl,inside,somerst,norm,1fam,1story,2006,2006,hip,vinylsd,vinylsd,stone,206,pconc,glq,379,unf,0,1043,1422,gasa,y,sbrkr,1432,0,0,1432,0,0,2,0,3,1,7,1,attchd,2006.0,2,492,297,50,0,0,0,0,no_fence,none,0,9,2009,wd,normal,,-93.6423568725586,42.0532112121582,235128.0
3.0,3.0,0.0,7.0,4.0,2.0,4.0,2.0,5.0,0.0,0.0,2.0,7.0,0.0,5.0,5.0,2.0,794,20,rl,76,9158,no_alley_access,lvl,inside,somerst,norm,1fam,1story,2007,2007,gable,cemntbd,cemntbd,stone,140,pconc,unf,0,unf,0,1496,1496,gasa,y,sbrkr,1496,0,0,1496,0,0,2,0,3,1,7,0,attchd,2007.0,2,474,168,130,0,0,0,0,no_fence,none,0,6,2007,new,partial,225000.0,-93.64344787597656,42.053184509277344,244600.0
