Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Longitude,Latitude,Median_n_Closest_SalePrice
605,20,rl,88.0,12803,no_alley_access,ir1,lvl,inside,gtl,collgcr,norm,1fam,1story,7,5,2002,2002,gable,vinylsd,vinylsd,brkface,99.0,gd,ta,pconc,gd,ta,mn,glq,922.0,unf,0.0,572.0,1494.0,gasa,ex,y,sbrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,gd,6,typ,1,ta,attchd,2002.0,rfn,2.0,530.0,ta,ta,y,192,36,0,0,0,0,no_fence,none,0,9,2008,wd,normal,221000.0,-93.691706,42.016276,209250.0
1041,20,rl,88.0,13125,no_alley_access,reg,lvl,corner,gtl,sawyer,norm,1fam,1story,5,4,1957,2000,gable,wd sdng,wd sdng,brkcmn,67.0,ta,ta,cblock,ta,ta,no,rec,168.0,blq,682.0,284.0,1134.0,gasa,ex,y,sbrkr,1803,0,0,1803,1.0,0.0,2,0,3,1,ta,8,maj1,1,ta,attchd,1957.0,rfn,2.0,484.0,ta,ta,y,0,0,0,0,0,0,gdprv,none,0,1,2006,wd,normal,155000.0,-93.665505,42.03247,167500.0
2146,20,rl,88.0,14175,no_alley_access,reg,lvl,inside,gtl,sawyer,posa,1fam,1story,6,8,1956,1956,gable,hdboard,hdboard,none,0.0,ta,ta,cblock,ta,gd,gd,glq,776.0,unf,0.0,212.0,988.0,gasa,ta,y,fusea,1188,0,0,1188,1.0,0.0,1,0,1,1,ta,4,typ,1,ta,attchd,1956.0,unf,2.0,621.0,ta,ta,y,102,89,231,0,0,0,no_fence,none,0,6,2008,wd,normal,,-93.665355,42.032495,168000.0
1224,20,rl,89.0,10680,no_alley_access,reg,lvl,inside,gtl,names,norm,1fam,1story,5,3,1951,1951,hip,wd sdng,wd sdng,brkface,44.0,ta,ta,cblock,ta,fa,no,lwq,756.0,unf,0.0,1380.0,2136.0,gasa,ta,n,fusea,2136,0,0,2136,0.0,0.0,2,0,4,1,ta,7,mod,0,0,detchd,1951.0,unf,2.0,528.0,ta,ta,y,0,30,0,0,0,0,mnprv,none,0,10,2006,wd,normal,137900.0,-93.622645,42.037463,134500.0
2734,20,rl,89.0,10858,no_alley_access,reg,lvl,corner,gtl,names,feedr,1fam,1story,5,6,1952,1952,gable,wd sdng,plywood,stone,150.0,ta,gd,cblock,ta,ta,mn,lwq,40.0,unf,0.0,1404.0,1444.0,gasa,ex,y,sbrkr,1624,0,0,1624,1.0,0.0,1,0,2,1,ta,6,min1,1,gd,attchd,1952.0,rfn,1.0,240.0,ta,ta,y,0,40,324,0,0,0,mnprv,none,0,7,2006,wd,partial,,-93.624738,42.034612,157250.0
1376,20,rl,89.0,10991,no_alley_access,ir1,hls,inside,gtl,timber,norm,1fam,1story,8,5,2007,2007,gable,vinylsd,vinylsd,brkface,80.0,gd,ta,pconc,gd,ta,gd,unf,0.0,unf,0.0,1571.0,1571.0,gasa,ex,y,sbrkr,1571,0,0,1571,0.0,0.0,2,0,3,1,gd,7,typ,1,gd,attchd,2007.0,fin,3.0,722.0,ta,ta,y,100,36,0,0,0,0,no_fence,none,0,12,2007,new,partial,239000.0,-93.651732,41.994824,236700.0
1188,20,rl,89.0,12461,no_alley_access,reg,lvl,corner,gtl,noridge,norm,1fam,1story,8,5,1994,1995,gable,imstucc,imstucc,none,0.0,gd,ta,pconc,gd,ta,no,glq,1456.0,unf,0.0,168.0,1624.0,gasa,ex,y,sbrkr,1624,0,0,1624,1.0,0.0,2,0,2,1,gd,5,typ,1,fa,attchd,1994.0,rfn,3.0,757.0,ta,ta,y,0,114,192,0,0,0,gdprv,none,0,7,2006,wd,normal,262000.0,-93.650057,42.048058,284750.0
1037,20,rl,89.0,12898,no_alley_access,ir1,hls,inside,gtl,timber,norm,1fam,1story,9,5,2007,2008,hip,vinylsd,vinylsd,stone,70.0,gd,ta,pconc,ex,ta,gd,glq,1022.0,unf,0.0,598.0,1620.0,gasa,ex,y,sbrkr,1620,0,0,1620,1.0,0.0,2,0,2,1,ex,6,typ,1,ex,attchd,2008.0,fin,3.0,912.0,ta,ta,y,228,0,0,0,0,0,no_fence,none,0,9,2009,wd,normal,315500.0,-93.65315,41.995027,239000.0
1268,20,rl,89.0,13214,no_alley_access,ir1,hls,inside,gtl,timber,norm,1fam,1story,9,5,2008,2009,hip,stucco,cemntbd,none,0.0,ex,ta,pconc,ex,ta,gd,unf,0.0,unf,0.0,2002.0,2002.0,gasa,ex,y,sbrkr,2018,0,0,2018,0.0,0.0,2,0,3,1,ex,10,typ,1,gd,attchd,2009.0,fin,3.0,746.0,ta,ta,y,144,76,0,0,0,0,no_fence,none,0,5,2010,wd,normal,378500.0,-93.652495,41.992989,283463.0
1115,20,rl,90.0,5400,no_alley_access,reg,lvl,inside,gtl,oldtown,norm,1fam,1story,5,7,1954,2000,gable,metalsd,metalsd,none,0.0,ta,gd,cblock,ta,ta,no,rec,415.0,unf,0.0,418.0,833.0,gasa,ex,y,sbrkr,833,0,0,833,0.0,0.0,1,0,2,1,gd,4,typ,0,0,detchd,1955.0,unf,1.0,326.0,ta,ta,y,0,0,0,0,0,0,mnprv,none,0,8,2006,wd,normal,117000.0,-93.6133726,42.03717959999999,105840.0
2052,20,rl,90.0,9900,no_alley_access,reg,lvl,corner,gtl,names,norm,1fam,1story,5,5,1961,1961,gable,plywood,plywood,none,0.0,ta,gd,cblock,ta,ta,no,unf,0.0,unf,0.0,1114.0,1114.0,gasa,ta,y,sbrkr,1114,0,0,1114,1.0,0.0,1,0,3,1,ta,5,typ,0,0,attchd,1961.0,rfn,2.0,451.0,ta,ta,y,0,0,0,0,164,0,no_fence,none,0,5,2008,cod,abnorml,,-93.626762,42.038323,160000.0
1511,20,rl,90.0,9900,no_alley_access,reg,lvl,corner,gtl,names,norm,1fam,1story,5,5,1966,1966,hip,hdboard,hdboard,none,0.0,ta,ta,pconc,gd,ta,no,blq,1059.0,unf,0.0,150.0,1209.0,gasa,gd,y,sbrkr,1209,0,0,1209,1.0,0.0,1,0,3,1,ta,6,typ,0,0,attchd,1966.0,rfn,2.0,504.0,ta,ta,y,0,0,120,0,0,0,no_fence,none,0,4,2010,conld,normal,,-93.626939,42.039085,167450.0
1765,20,rl,90.0,9900,no_alley_access,reg,lvl,inside,gtl,names,feedr,1fam,1story,6,5,1967,1967,gable,brkcomm,brk cmn,none,0.0,gd,ta,cblock,ta,ta,no,rec,1173.0,unf,0.0,507.0,1680.0,gasa,ta,y,sbrkr,1691,0,0,1691,1.0,0.0,1,0,2,1,ta,5,typ,0,0,attchd,1967.0,unf,2.0,550.0,gd,ta,y,0,67,260,0,0,0,mnprv,none,0,4,2009,wd,normal,,-93.62568,42.036182,128900.0
1795,20,rl,90.0,10454,no_alley_access,ir1,lvl,corner,gtl,names,norm,1fam,1story,6,6,1957,1957,hip,plywood,plywood,stone,143.0,ta,ta,cblock,ta,ta,no,rec,546.0,unf,0.0,559.0,1105.0,gasa,gd,y,fusea,1105,0,0,1105,0.0,0.0,1,0,3,1,ta,5,typ,0,0,detchd,1957.0,unf,1.0,308.0,ta,ta,y,0,0,0,0,0,0,no_fence,none,0,4,2009,wd,normal,,-93.608927,42.038349,124950.0
1156,20,rl,90.0,10768,no_alley_access,ir1,lvl,corner,gtl,veenker,norm,1fam,1story,5,8,1976,2004,gable,plywood,plywood,none,0.0,gd,gd,cblock,gd,ta,gd,alq,1157.0,unf,0.0,280.0,1437.0,gasa,ta,y,sbrkr,1437,0,0,1437,1.0,0.0,2,0,3,1,gd,6,typ,1,fa,attchd,1976.0,rfn,2.0,528.0,ta,ta,y,0,21,0,0,180,0,no_fence,none,0,7,2007,wd,normal,218000.0,-93.64577,42.042994,181500.0
684,20,rl,90.0,11248,no_alley_access,ir1,lvl,corner,gtl,collgcr,norm,1fam,1story,9,5,2002,2002,hip,vinylsd,vinylsd,stone,215.0,gd,ta,pconc,gd,ta,av,glq,1059.0,unf,0.0,567.0,1626.0,gasa,ex,y,sbrkr,1668,0,0,1668,1.0,0.0,2,0,3,1,gd,7,typ,1,ta,attchd,2002.0,fin,3.0,702.0,ta,ta,y,257,45,0,0,0,0,no_fence,none,0,7,2007,wd,normal,285000.0,-93.679805,42.018017,209450.0
1478,20,rl,90.0,11520,no_alley_access,reg,lvl,inside,gtl,nridght,posn,1fam,1story,9,5,2005,2005,hip,vinylsd,vinylsd,brkface,615.0,gd,ta,pconc,ex,ta,no,glq,110.0,unf,0.0,1588.0,1698.0,gasa,ex,y,sbrkr,1698,0,0,1698,0.0,0.0,2,0,3,1,ex,7,typ,1,gd,attchd,2005.0,fin,3.0,730.0,ta,ta,y,192,74,0,0,0,0,no_fence,none,0,6,2010,wd,normal,,-93.65332,42.0608079,275500.0
1881,20,rl,90.0,11664,no_alley_access,reg,lvl,corner,gtl,collgcr,norm,1fam,1story,7,5,2002,2002,hip,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,av,glq,1234.0,unf,0.0,335.0,1569.0,gasa,ex,y,sbrkr,1611,0,0,1611,1.0,0.0,2,0,3,1,gd,6,typ,0,0,attchd,2002.0,rfn,3.0,1231.0,ta,ta,y,262,93,0,0,0,0,no_fence,none,0,9,2009,wd,normal,,-93.687819,42.017109,198500.0
619,20,rl,90.0,11694,no_alley_access,reg,lvl,inside,gtl,nridght,norm,1fam,1story,9,5,2007,2007,hip,cemntbd,cemntbd,brkface,452.0,ex,ta,pconc,ex,ta,av,glq,48.0,unf,0.0,1774.0,1822.0,gasa,ex,y,sbrkr,1828,0,0,1828,0.0,0.0,2,0,3,1,gd,9,typ,1,gd,attchd,2007.0,unf,3.0,774.0,ta,ta,y,0,108,0,0,260,0,no_fence,none,0,7,2007,new,partial,314813.0,-93.658015,42.063296,426000.0
2619,20,rl,90.0,11727,no_alley_access,reg,lvl,corner,gtl,names,norm,1fam,1story,7,6,1969,1969,gable,hdboard,hdboard,brkface,434.0,ta,gd,cblock,ta,ta,mn,unf,0.0,unf,0.0,1851.0,1851.0,gasa,gd,y,sbrkr,1851,0,0,1851,0.0,0.0,2,0,3,1,ta,8,typ,1,ta,attchd,1969.0,fin,2.0,506.0,ta,ta,y,0,146,0,0,0,0,no_fence,none,0,3,2006,wd,normal,,-93.617432,42.050507,244000.0
522,20,rl,90.0,11988,no_alley_access,ir1,lvl,corner,gtl,names,feedr,1fam,1story,6,6,1957,1957,gable,vinylsd,vinylsd,none,0.0,ta,ta,cblock,ta,ta,no,rec,777.0,unf,0.0,467.0,1244.0,gasa,ex,y,fusea,1244,0,0,1244,0.0,0.0,1,1,3,1,ta,6,typ,2,gd,attchd,1957.0,unf,1.0,336.0,ta,ta,y,0,40,0,0,0,0,no_fence,none,0,5,2007,wd,normal,150000.0,-93.613046,42.044218,166750.0
310,20,rl,90.0,12378,no_alley_access,ir1,lvl,inside,gtl,nridght,norm,1fam,1story,9,5,2003,2004,gable,vinylsd,vinylsd,none,0.0,gd,ta,pconc,ex,ta,gd,glq,1274.0,unf,0.0,622.0,1896.0,gasa,ex,y,sbrkr,1944,0,0,1944,1.0,0.0,2,0,3,1,ex,8,typ,3,ex,attchd,2003.0,fin,3.0,708.0,ta,ta,y,208,175,0,0,0,0,no_fence,none,0,11,2006,wd,normal,360000.0,-93.643412,42.061544,233170.0
1671,20,rl,90.0,12878,no_alley_access,ir1,lvl,corner,gtl,nridght,norm,1fam,1story,7,5,2003,2004,hip,vinylsd,vinylsd,brkface,418.0,gd,ta,pconc,gd,ta,no,alq,1262.0,unf,0.0,498.0,1760.0,gasa,ex,y,sbrkr,1760,0,0,1760,1.0,0.0,2,0,3,1,gd,8,typ,1,gd,attchd,2003.0,fin,2.0,583.0,ta,ta,y,165,190,0,0,0,0,no_fence,none,0,6,2009,wd,normal,,-93.6547754,42.0598989,447828.5
1953,20,rl,90.0,13068,no_alley_access,reg,lvl,corner,gtl,nwames,norm,1fam,1story,6,5,1976,1976,hip,hdboard,hdboard,brkface,621.0,ta,ta,pconc,gd,ta,no,alq,890.0,rec,48.0,273.0,1211.0,gasa,ta,y,sbrkr,1211,0,0,1211,1.0,0.0,2,0,3,1,gd,6,typ,1,po,attchd,1976.0,fin,2.0,461.0,ta,ta,y,0,0,0,174,0,0,mnprv,none,0,11,2008,wd,normal,,-93.630299,42.054211,190000.0
2061,20,rl,90.0,13200,no_alley_access,ir1,lvl,inside,gtl,names,feedr,1fam,1story,6,6,1958,1958,gable,wd sdng,wd sdng,brkface,187.0,ta,ta,cblock,ta,ta,no,lwq,958.0,unf,0.0,437.0,1395.0,gasa,ex,y,sbrkr,1570,0,0,1570,1.0,0.0,1,0,3,1,ta,5,typ,1,ta,attchd,1958.0,rfn,2.0,441.0,ta,ta,y,490,0,0,0,0,0,no_fence,none,0,5,2008,wd,normal,,-93.613222,42.044304,158000.0
1905,20,rl,90.0,13339,no_alley_access,ir1,lvl,inside,gtl,crawfor,norm,1fam,1story,6,6,1960,1960,gable,hdboard,plywood,stone,132.0,ta,ta,cblock,ta,ta,no,lwq,65.0,blq,875.0,621.0,1561.0,gasa,ta,y,sbrkr,1561,0,0,1561,1.0,0.0,2,0,3,1,ta,6,typ,1,gd,attchd,1960.0,fin,2.0,463.0,ta,ta,y,0,148,0,0,120,0,no_fence,none,0,5,2009,wd,normal,,-93.642885,42.013169,223750.0
2832,20,rl,90.0,13377,no_alley_access,reg,lvl,corner,gtl,collgcr,norm,1fam,1story,6,5,2006,2006,hip,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,glq,1576.0,unf,0.0,260.0,1836.0,gasa,gd,y,sbrkr,1846,0,0,1846,1.0,0.0,2,0,3,1,gd,7,typ,1,gd,attchd,2006.0,rfn,2.0,495.0,ta,ta,y,0,32,0,0,0,0,no_fence,none,0,7,2006,new,partial,,-93.689485,42.02437,220000.0
1153,20,rl,90.0,14115,no_alley_access,ir1,lvl,inside,gtl,crawfor,norm,1fam,1story,6,7,1956,2004,gable,stone,stone,none,0.0,ta,ta,pconc,ta,ta,no,alq,296.0,glq,547.0,230.0,1073.0,gasa,ex,y,sbrkr,1811,0,0,1811,0.0,0.0,1,0,2,1,ex,6,typ,1,gd,attchd,1956.0,fin,2.0,470.0,ta,ta,y,0,0,280,0,0,0,no_fence,none,0,7,2006,wd,abnorml,230000.0,-93.642884,42.013296,217500.0
1206,20,rl,90.0,14684,no_alley_access,ir1,lvl,culdsac,gtl,sawyerw,norm,1fam,1story,7,7,1990,1991,hip,hdboard,hdboard,brkface,234.0,gd,ta,cblock,gd,ta,mn,alq,485.0,blq,177.0,1496.0,2158.0,gasa,gd,y,sbrkr,2196,0,0,2196,0.0,0.0,2,0,3,1,gd,7,typ,1,ta,attchd,1990.0,rfn,3.0,701.0,ta,ta,y,84,70,0,0,0,0,no_fence,none,0,6,2009,wd,normal,271900.0,-93.68341,42.03254,250140.0
1885,20,rl,90.0,15750,no_alley_access,reg,lvl,fr3,gtl,collgcr,feedr,1fam,1story,8,5,1999,2000,gable,vinylsd,vinylsd,brkface,260.0,gd,ta,pconc,gd,ta,gd,glq,1246.0,unf,0.0,216.0,1462.0,gasa,ex,y,sbrkr,1513,0,0,1513,1.0,0.0,2,0,2,1,gd,5,typ,1,ta,attchd,1999.0,fin,2.0,521.0,ta,ta,y,135,34,0,0,0,0,no_fence,none,0,6,2009,wd,normal,,-93.67915,42.0181479,246950.0
1454,20,rl,90.0,17217,no_alley_access,reg,lvl,inside,gtl,mitchel,norm,1fam,1story,5,5,2006,2006,gable,vinylsd,vinylsd,none,0.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1140.0,1140.0,gasa,ex,y,sbrkr,1140,0,0,1140,0.0,0.0,1,0,3,1,ta,6,typ,0,0,no_garage,0.0,no_garage,0.0,0.0,no_garage,no_garage,y,36,56,0,0,0,0,no_fence,none,0,7,2006,wd,abnorml,84500.0,-93.607142,41.990054,168000.0
2634,20,rl,90.0,18261,no_alley_access,ir1,hls,inside,gtl,stonebr,norm,1fam,1story,9,5,2005,2005,hip,vinylsd,vinylsd,brkface,420.0,ex,ta,pconc,ex,ta,gd,glq,1416.0,unf,0.0,494.0,1910.0,gasa,ex,y,sbrkr,2000,0,0,2000,1.0,0.0,2,1,3,1,ex,8,typ,2,gd,attchd,2005.0,unf,3.0,722.0,ta,ta,y,351,102,0,0,123,0,no_fence,none,0,9,2006,wd,normal,,-93.628269,42.058816,372500.0
655,20,rl,91.0,10437,no_alley_access,ir1,lvl,inside,gtl,noridge,norm,1fam,1story,8,6,1995,1995,hip,metalsd,metalsd,brkface,660.0,gd,gd,pconc,gd,ta,gd,glq,1696.0,unf,0.0,413.0,2109.0,gasa,ex,y,sbrkr,2113,0,0,2113,1.0,0.0,2,1,2,1,gd,7,typ,1,ta,attchd,1995.0,fin,3.0,839.0,ta,ta,y,236,46,0,0,0,0,no_fence,none,0,8,2008,wd,normal,350000.0,-93.653929,42.05162,290000.0
14,20,rl,91.0,10652,no_alley_access,ir1,lvl,inside,gtl,collgcr,norm,1fam,1story,7,5,2006,2007,gable,vinylsd,vinylsd,stone,306.0,gd,ta,pconc,gd,ta,av,unf,0.0,unf,0.0,1494.0,1494.0,gasa,ex,y,sbrkr,1494,0,0,1494,0.0,0.0,2,0,3,1,gd,7,typ,1,gd,attchd,2006.0,rfn,3.0,840.0,ta,ta,y,160,33,0,0,0,0,no_fence,none,0,8,2007,new,partial,279500.0,-93.691248,42.02559400000001,206070.5
2693,20,rl,91.0,11024,no_alley_access,ir1,lvl,corner,gtl,sawyerw,norm,1fam,1story,7,5,2005,2006,gable,vinylsd,vinylsd,brkface,118.0,gd,ta,pconc,gd,ta,av,unf,0.0,unf,0.0,1400.0,1400.0,gasa,ex,y,sbrkr,1400,0,0,1400,0.0,0.0,2,0,3,1,gd,6,typ,0,0,attchd,2005.0,rfn,2.0,612.0,ta,ta,y,144,55,0,0,0,0,no_fence,none,0,10,2006,new,partial,,-93.691403,42.036149,215000.0
2489,20,rl,91.0,11375,no_alley_access,reg,lvl,inside,gtl,sawyer,norm,1fam,1story,6,5,1954,1995,gable,vinylsd,vinylsd,none,0.0,ta,ta,cblock,ta,ta,no,rec,736.0,unf,0.0,231.0,967.0,gasa,ta,y,sbrkr,1299,0,0,1299,0.0,0.0,1,0,3,1,gd,6,typ,1,ta,attchd,1954.0,unf,2.0,494.0,ta,ta,y,81,0,280,0,0,0,no_fence,none,0,10,2007,wd,normal,,-93.661983,42.033726,155500.0
2162,20,rl,91.0,11778,no_alley_access,reg,lvl,inside,gtl,collgcr,norm,1fam,1story,9,5,2008,2008,hip,vinylsd,vinylsd,stone,554.0,gd,ta,pconc,gd,ta,gd,glq,2085.0,unf,0.0,186.0,2271.0,gasa,ex,y,sbrkr,2276,0,0,2276,1.0,0.0,2,0,3,1,ex,7,typ,2,gd,attchd,2008.0,rfn,3.0,1348.0,gd,ta,y,0,0,70,0,255,0,no_fence,none,0,6,2008,wd,abnorml,,-93.68698,42.027368,383970.0
2163,20,rl,91.0,11778,no_alley_access,reg,lvl,inside,gtl,collgcr,posn,1fam,1story,9,5,2008,2008,hip,vinylsd,vinylsd,stone,402.0,ex,ta,pconc,ex,ta,av,glq,1153.0,unf,0.0,598.0,1751.0,gasa,ex,y,sbrkr,1766,0,0,1766,1.0,0.0,2,1,3,1,ex,8,typ,2,gd,attchd,2008.0,fin,3.0,874.0,ta,ta,y,216,36,0,0,0,0,no_fence,none,0,12,2008,new,partial,,-93.686789,42.027193,383970.0
2288,20,rl,91.0,11825,no_alley_access,reg,lvl,inside,gtl,nridght,norm,1fam,1story,8,5,2006,2007,gable,cemntbd,cemntbd,stone,302.0,gd,ta,pconc,ex,ta,mn,unf,0.0,unf,0.0,1694.0,1694.0,gasa,ex,y,sbrkr,1694,0,0,1694,0.0,0.0,2,0,3,1,gd,7,typ,1,gd,attchd,2006.0,rfn,3.0,856.0,ta,ta,y,0,112,0,0,0,0,no_fence,none,0,6,2007,new,partial,,-93.6569765,42.0632689,426000.0
2338,20,rl,91.0,11830,no_alley_access,reg,lvl,inside,gtl,somerst,feedr,1fam,1story,8,5,2007,2007,gable,vinylsd,vinylsd,brkface,164.0,gd,ta,pconc,gd,ta,no,glq,1220.0,unf,0.0,322.0,1542.0,gasa,ex,y,sbrkr,1542,0,0,1542,1.0,0.0,2,0,3,1,gd,6,typ,1,gd,attchd,2007.0,unf,3.0,852.0,ta,ta,y,168,110,0,0,0,0,no_fence,none,0,7,2007,new,partial,,-93.643769,42.055757,214000.0
806,20,rl,91.0,12274,no_alley_access,ir1,lvl,fr2,gtl,somerst,norm,1fam,1story,7,5,2008,2008,gable,vinylsd,vinylsd,stone,256.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1417.0,1417.0,gasa,ex,y,sbrkr,1428,0,0,1428,0.0,0.0,2,0,3,1,ex,6,typ,0,0,attchd,2008.0,rfn,2.0,554.0,ta,ta,y,0,60,0,0,0,0,no_fence,none,0,7,2008,new,partial,227680.0,-93.643976,42.054319,244600.0
339,20,rl,91.0,14145,no_alley_access,reg,lvl,corner,gtl,nwames,norm,1fam,1story,7,7,1984,1998,gable,wd sdng,wd sdng,none,0.0,gd,ta,cblock,gd,ta,mn,alq,213.0,unf,0.0,995.0,1208.0,gasa,ex,y,sbrkr,1621,0,0,1621,1.0,0.0,2,0,3,1,gd,8,typ,0,0,attchd,1984.0,rfn,2.0,440.0,ta,ta,y,108,45,0,0,0,0,no_fence,shed,400,5,2006,wd,normal,202500.0,-93.638026,42.055607,179500.0
1257,20,rl,91.0,14303,no_alley_access,ir1,lvl,corner,gtl,noridge,norm,1fam,1story,8,5,1994,1994,hip,hdboard,hdboard,brkface,554.0,gd,ta,pconc,gd,ta,gd,glq,1314.0,unf,0.0,672.0,1986.0,gasa,ex,y,sbrkr,1987,0,0,1987,1.0,0.0,2,0,2,1,gd,7,typ,1,ta,attchd,1994.0,fin,2.0,691.0,ta,ta,y,262,36,0,0,0,0,no_fence,none,0,8,2008,wd,normal,301500.0,-93.650996,42.049484,271000.0
1766,20,rl,92.0,10573,no_alley_access,ir1,lvl,corner,gtl,names,norm,1fam,1story,6,6,1961,1961,hip,metalsd,metalsd,brkface,3.0,ta,ta,cblock,ta,ta,no,rec,1312.0,unf,0.0,141.0,1453.0,gasa,ex,y,sbrkr,1453,0,0,1453,1.0,0.0,2,0,3,1,ta,6,typ,1,ta,attchd,1961.0,rfn,2.0,530.0,ta,ta,y,0,49,0,0,288,0,gdprv,none,0,4,2009,wd,normal,,-93.617963,42.048294,182400.0
1976,20,rl,92.0,10845,no_alley_access,ir1,lvl,corner,gtl,nridght,norm,1fam,1story,8,5,2003,2004,gable,vinylsd,vinylsd,brkface,504.0,gd,ta,pconc,gd,ta,mn,glq,1149.0,unf,0.0,454.0,1603.0,gasa,ex,y,sbrkr,1575,0,0,1575,1.0,0.0,2,0,2,1,gd,7,typ,1,ta,attchd,2003.0,fin,3.0,732.0,ta,ta,y,216,28,0,0,0,0,no_fence,none,0,6,2008,wd,normal,,-93.651216,42.058649,275000.0
1159,20,rl,92.0,11932,no_alley_access,reg,lvl,fr2,gtl,somerst,feedr,1fam,1story,8,5,2007,2008,gable,vinylsd,vinylsd,stone,186.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1580.0,1580.0,gasa,ex,y,sbrkr,1580,0,0,1580,0.0,0.0,2,0,3,1,gd,7,typ,0,0,attchd,2008.0,rfn,3.0,830.0,ta,ta,y,0,24,0,0,0,0,no_fence,none,0,6,2008,conld,partial,235128.0,-93.644107,42.054236,244600.0
389,20,rl,93.0,9382,no_alley_access,ir1,lvl,culdsac,gtl,collgcr,norm,1fam,1story,7,5,1999,2000,gable,vinylsd,vinylsd,brkface,125.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1468.0,1468.0,gasa,ex,y,sbrkr,1479,0,0,1479,0.0,0.0,2,0,3,1,gd,6,typ,0,0,attchd,1999.0,rfn,2.0,577.0,ta,ta,y,120,25,0,0,0,0,no_fence,none,0,7,2008,wd,normal,191000.0,-93.689019,42.017766,190500.0
1612,20,rl,93.0,10114,no_alley_access,reg,lvl,inside,gtl,mitchel,norm,1fam,1story,5,5,2004,2005,gable,vinylsd,vinylsd,none,0.0,ta,ta,pconc,ex,ta,av,unf,0.0,unf,0.0,1430.0,1430.0,gasa,ex,y,sbrkr,1430,0,0,1430,0.0,0.0,2,0,3,1,gd,7,typ,0,0,attchd,2004.0,rfn,2.0,624.0,ta,ta,y,0,0,0,0,0,0,no_fence,none,0,3,2010,wd,normal,,-93.608372,41.990934,140000.0
2507,20,rl,93.0,10481,no_alley_access,ir1,lvl,inside,gtl,collgcr,norm,1fam,1story,8,5,2006,2007,hip,cemntbd,cemntbd,none,0.0,gd,ta,pconc,gd,ta,av,unf,0.0,unf,0.0,2140.0,2140.0,gasa,ex,y,sbrkr,2140,0,0,2140,0.0,0.0,2,1,3,1,gd,8,typ,0,0,attchd,2006.0,fin,3.0,894.0,ta,ta,y,136,32,0,0,0,0,no_fence,none,0,6,2007,new,partial,,-93.69067,42.025707,260675.0
1251,20,rl,93.0,11160,no_alley_access,reg,lvl,corner,gtl,names,norm,1fam,1story,7,5,1968,1968,hip,brkface,brkface,none,0.0,gd,ta,cblock,ta,ta,no,alq,1065.0,unf,0.0,1045.0,2110.0,gasa,ex,y,sbrkr,2110,0,0,2110,1.0,0.0,2,1,3,1,ex,8,typ,2,ta,attchd,1968.0,fin,2.0,522.0,ta,ta,y,0,0,0,0,0,0,no_fence,none,0,4,2010,wd,normal,244000.0,-93.61732,42.051245,237500.0
239,20,rl,93.0,12030,no_alley_access,reg,lvl,inside,gtl,nridght,norm,1fam,1story,8,5,2007,2007,hip,vinylsd,vinylsd,brkface,254.0,ex,ta,pconc,ex,ta,no,unf,0.0,unf,0.0,1694.0,1694.0,gasa,ex,y,sbrkr,1694,0,0,1694,0.0,0.0,2,0,3,1,gd,7,typ,0,0,attchd,2007.0,fin,3.0,818.0,ta,ta,y,168,228,0,0,0,0,no_fence,none,0,12,2007,new,partial,318000.0,-93.65767900000002,42.063298,370406.5
1116,20,rl,93.0,12085,no_alley_access,reg,lvl,inside,gtl,nridght,norm,1fam,1story,8,5,2007,2007,hip,vinylsd,vinylsd,stone,328.0,gd,ta,pconc,ex,ta,no,glq,1004.0,unf,0.0,730.0,1734.0,gasa,ex,y,sbrkr,1734,0,0,1734,1.0,0.0,2,0,3,1,ex,7,typ,1,gd,attchd,2007.0,rfn,3.0,928.0,ta,ta,y,0,0,0,0,0,0,no_fence,none,0,11,2007,new,partial,318000.0,-93.6566403,42.0632722,445500.0
