Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Median_n_Closest_SalePrice
862,190,rl,75.0,11625,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,2fmcon,1story,5,4,1965,1965,hip,compshg,plywood,hdboard,unknown,0.0,ta,ta,pconc,ta,ta,mn,blq,841.0,unf,0.0,198.0,1039.0,gasa,ex,y,sbrkr,1039,0,0,1039,1.0,0.0,1,1,3,1,ta,6,typ,0,,attchd,1965.0,unf,2.0,504.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,4,2010,wd,normal,131500.0,148000.0
863,20,rl,81.0,9672,pave,no_alley_access,reg,lvl,allpub,corner,gtl,sawyerw,norm,norm,1fam,1story,6,5,1984,1985,hip,compshg,hdboard,plywood,unknown,0.0,ta,ta,pconc,gd,ta,no,glq,338.0,unf,0.0,702.0,1040.0,gasa,ta,y,sbrkr,1097,0,0,1097,0.0,0.0,2,0,3,1,ta,6,typ,0,,attchd,1986.0,unf,2.0,480.0,ta,ta,y,0,0,0,0,0,0,unknown,gdprv,unknown,0,5,2010,wd,normal,152000.0,173450.0
864,20,rl,70.0,7931,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,5,1959,1959,hip,compshg,brkface,plywood,unknown,0.0,ta,ta,cblock,ta,ta,no,blq,1148.0,unf,0.0,0.0,1148.0,gasa,ta,y,sbrkr,1148,0,0,1148,1.0,0.0,1,0,3,1,ta,6,typ,0,,attchd,1959.0,unf,1.0,672.0,ta,ta,y,0,0,0,0,0,0,unknown,gdprv,unknown,0,7,2009,wd,normal,132500.0,138000.0
865,20,fv,72.0,8640,pave,no_alley_access,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,7,5,2007,2008,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,ex,ta,no,unf,0.0,unf,0.0,1372.0,1372.0,gasa,ex,y,sbrkr,1372,0,0,1372,0.0,0.0,2,0,3,1,gd,6,typ,0,,attchd,2008.0,fin,2.0,529.0,ta,ta,y,0,140,0,0,0,0,unknown,,unknown,0,5,2008,new,partial,250580.0,250339.0
866,20,rl,,8750,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,6,1970,1970,gable,compshg,metalsd,metalsd,brkface,76.0,ta,ta,cblock,ta,ta,no,blq,828.0,unf,0.0,174.0,1002.0,gasa,ta,y,sbrkr,1002,0,0,1002,1.0,0.0,1,0,3,1,ta,5,typ,0,,detchd,1973.0,unf,2.0,902.0,ta,ta,y,0,0,0,0,0,0,unknown,mnprv,unknown,0,8,2009,wd,normal,148500.0,135900.0
867,20,rl,67.0,10656,pave,no_alley_access,ir1,hls,allpub,inside,gtl,timber,norm,norm,1fam,1story,8,5,2006,2007,gable,compshg,vinylsd,vinylsd,stone,274.0,gd,ta,pconc,gd,ta,av,unf,0.0,unf,0.0,1638.0,1638.0,gasa,ex,y,sbrkr,1646,0,0,1646,0.0,0.0,2,0,3,1,gd,6,typ,1,gd,attchd,2007.0,rfn,3.0,870.0,ta,ta,y,192,80,0,0,0,0,unknown,,unknown,0,11,2007,new,partial,248900.0,267700.0
868,20,rl,85.0,6970,pave,no_alley_access,reg,lvl,allpub,corner,gtl,sawyer,feedr,norm,1fam,1story,4,5,1961,1961,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,cblock,ta,ta,no,alq,932.0,unf,0.0,108.0,1040.0,gasa,ta,y,sbrkr,1120,0,0,1120,1.0,0.0,1,1,3,1,fa,5,typ,0,,attchd,1961.0,rfn,2.0,544.0,ta,ta,y,168,0,0,0,0,0,unknown,,shed,400,5,2007,wd,normal,129000.0,136750.0
869,60,rl,,14762,pave,no_alley_access,ir2,lvl,allpub,corner,gtl,gilbert,feedr,norm,1fam,2story,5,6,1948,1950,gable,compshg,plywood,plywood,unknown,0.0,ta,ta,slab,,unknown,no_basement,no_basement,0.0,no_basement,0.0,0.0,0.0,gasa,gd,y,sbrkr,1547,720,53,2320,0.0,0.0,2,0,2,1,ta,7,typ,1,ta,attchd,1979.0,unf,2.0,672.0,ta,ta,p,120,144,0,0,0,0,unknown,,unknown,0,5,2006,wd,normal,169000.0,143000.0
870,60,rl,80.0,9938,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyerw,norm,norm,1fam,2story,7,5,1993,1994,gable,compshg,metalsd,metalsd,brkface,246.0,gd,ta,pconc,gd,ta,no,glq,750.0,unf,0.0,300.0,1050.0,gasa,ex,y,sbrkr,1062,887,0,1949,1.0,0.0,2,1,3,1,gd,8,typ,1,ta,attchd,1993.0,fin,2.0,574.0,ta,ta,y,156,90,0,0,0,0,unknown,gdprv,unknown,0,6,2010,wd,normal,236000.0,228000.0
871,20,rl,60.0,6600,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,posn,norm,1fam,1story,5,5,1962,1962,hip,compshg,metalsd,metalsd,unknown,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,894.0,894.0,gasa,gd,n,sbrkr,894,0,0,894,0.0,0.0,1,0,2,1,ta,5,typ,0,,detchd,1962.0,unf,1.0,308.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,8,2009,wd,normal,109500.0,155000.0
872,60,rl,70.0,8750,pave,no_alley_access,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,2story,6,5,1998,1998,gable,compshg,vinylsd,vinylsd,brkface,116.0,ta,ta,pconc,gd,ta,no,glq,505.0,unf,0.0,299.0,804.0,gasa,ex,y,sbrkr,804,878,0,1682,0.0,0.0,2,1,3,1,gd,7,typ,0,,attchd,1998.0,rfn,2.0,523.0,ta,ta,y,0,77,0,0,0,0,unknown,,unknown,0,6,2010,wd,normal,200500.0,229250.0
873,20,rl,74.0,8892,pave,no_alley_access,reg,lvl,allpub,corner,gtl,names,norm,norm,1fam,1story,5,7,1953,1996,gable,compshg,wdshing,wd shng,unknown,0.0,gd,ta,stone,ta,ta,av,unf,0.0,unf,0.0,105.0,105.0,gasa,gd,y,sbrkr,910,0,0,910,0.0,0.0,1,0,3,1,gd,5,typ,0,,attchd,1953.0,unf,2.0,414.0,ta,ta,y,196,0,150,0,0,0,unknown,gdwo,unknown,0,10,2008,wd,normal,116000.0,135000.0
874,40,rl,60.0,12144,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,7,1949,1950,gable,compshg,hdboard,hdboard,unknown,0.0,gd,ta,cblock,ta,ta,no,rec,375.0,unf,0.0,457.0,832.0,gasa,gd,y,sbrkr,1036,0,232,1268,0.0,0.0,1,0,3,1,ta,6,typ,1,gd,attchd,1949.0,unf,1.0,288.0,ta,ta,y,0,28,0,0,0,0,unknown,,othr,0,9,2009,wd,normal,133000.0,119600.0
875,50,rm,52.0,5720,pave,no_alley_access,reg,lvl,allpub,inside,gtl,oldtown,artery,norm,1fam,1.5fin,5,6,1941,1950,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,676.0,676.0,gasa,ex,y,sbrkr,676,455,0,1131,0.0,0.0,1,1,3,1,ta,5,typ,0,,detchd,1941.0,unf,1.0,200.0,ta,ta,y,26,0,0,0,0,0,unknown,,unknown,0,8,2009,wd,abnorml,66500.0,119900.0
876,60,fv,75.0,9000,pave,no_alley_access,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,2story,8,5,2007,2007,gable,compshg,cemntbd,cemntbd,unknown,0.0,gd,ta,pconc,gd,ta,av,glq,64.0,unf,0.0,1120.0,1184.0,gasa,ex,y,sbrkr,1184,1426,0,2610,0.0,0.0,2,1,4,1,ex,11,typ,1,gd,builtin,2007.0,fin,2.0,550.0,ta,ta,y,208,364,0,0,0,0,unknown,,unknown,0,8,2007,new,partial,303477.0,238728.0
877,20,rl,94.0,25286,pave,no_alley_access,reg,hls,allpub,inside,mod,mitchel,norm,norm,1fam,1story,4,5,1963,1963,gable,compshg,hdboard,plywood,unknown,0.0,ta,ta,pconc,ta,ta,gd,alq,633.0,unf,0.0,431.0,1064.0,gasa,gd,y,sbrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,ta,5,typ,0,,attchd,1963.0,unf,2.0,648.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,1,2007,wd,normal,132250.0,129950.0
878,60,rl,74.0,8834,pave,no_alley_access,reg,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,2story,9,5,2004,2005,hip,compshg,vinylsd,vinylsd,stone,216.0,gd,ta,pconc,ex,ta,no,glq,1170.0,unf,0.0,292.0,1462.0,gasa,ex,y,sbrkr,1462,762,0,2224,1.0,0.0,2,1,4,1,ex,10,typ,1,gd,attchd,2004.0,fin,3.0,738.0,ta,ta,y,184,0,0,0,0,0,unknown,,unknown,0,6,2009,wd,normal,350000.0,277750.0
879,85,rl,88.0,11782,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,sfoyer,5,7,1961,1995,gable,compshg,hdboard,hdboard,unknown,0.0,ta,ta,cblock,ta,ta,av,alq,899.0,unf,0.0,210.0,1109.0,gasa,ta,y,sbrkr,1155,0,0,1155,1.0,0.0,1,0,3,1,gd,6,min2,0,,detchd,1987.0,unf,2.0,576.0,ta,ta,y,192,0,0,0,0,0,unknown,mnprv,shed,400,6,2010,wd,normal,148000.0,131750.0
880,20,rl,,7000,pave,no_alley_access,ir1,lvl,allpub,culdsac,gtl,collgcr,norm,norm,1fam,1story,5,8,1978,2005,gable,compshg,vinylsd,vinylsd,brkface,90.0,gd,gd,cblock,ta,ta,no,alq,646.0,unf,0.0,218.0,864.0,gasa,ex,y,sbrkr,864,0,0,864,1.0,0.0,1,0,3,1,ta,6,typ,0,,attchd,1978.0,unf,1.0,336.0,ta,ta,y,0,0,0,0,0,0,unknown,gdwo,unknown,0,7,2009,wd,normal,136500.0,148750.0
881,20,rl,60.0,7024,pave,no_alley_access,reg,lvl,allpub,inside,gtl,edwards,norm,norm,1fam,1story,5,5,2005,2006,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,pconc,ex,gd,no,alq,980.0,unf,0.0,110.0,1090.0,gasa,gd,y,sbrkr,1090,0,0,1090,1.0,0.0,1,1,2,1,ta,5,typ,0,,attchd,2005.0,fin,2.0,450.0,ta,ta,y,0,49,0,0,0,0,unknown,,unknown,0,6,2007,wd,normal,157000.0,148000.0
882,50,rl,44.0,13758,pave,no_alley_access,ir1,lvl,allpub,culdsac,gtl,timber,norm,norm,1fam,1.5fin,7,5,1990,1991,gable,compshg,hdboard,hdboard,brkface,117.0,gd,gd,cblock,gd,ta,mn,lwq,902.0,unf,0.0,254.0,1156.0,gasa,ex,y,sbrkr,1187,530,0,1717,0.0,0.0,2,1,3,1,gd,7,typ,1,ta,attchd,1990.0,rfn,2.0,400.0,ta,ta,y,168,36,0,0,0,0,unknown,,unknown,0,4,2007,wd,normal,187500.0,204000.0
883,60,rl,,9636,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,gilbert,norm,norm,1fam,2story,6,5,1992,1993,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,808.0,808.0,gasa,gd,y,sbrkr,808,785,0,1593,0.0,0.0,2,1,3,1,ta,7,typ,1,ta,builtin,1993.0,rfn,2.0,389.0,ta,ta,y,342,40,0,0,0,0,unknown,mnprv,unknown,0,12,2009,wd,normal,178000.0,175000.0
884,75,rl,60.0,6204,pave,no_alley_access,reg,bnk,allpub,inside,gtl,swisu,norm,norm,1fam,2.5fin,4,5,1912,1950,gable,compshg,wd sdng,wd sdng,unknown,0.0,gd,ta,pconc,ta,fa,no,unf,0.0,unf,0.0,795.0,795.0,gasa,ta,n,sbrkr,954,795,481,2230,1.0,0.0,1,0,5,1,ta,10,typ,0,,detchd,1997.0,unf,1.0,440.0,ta,gd,y,0,188,0,0,0,0,unknown,,unknown,0,3,2006,wd,normal,118500.0,103600.0
885,20,rl,65.0,7150,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,5,1967,1967,gable,compshg,hdboard,hdboard,brkface,60.0,ta,ta,cblock,ta,ta,no,blq,432.0,unf,0.0,460.0,892.0,gasa,ta,y,sbrkr,892,0,0,892,0.0,0.0,1,0,3,1,ta,5,typ,0,,attchd,1967.0,rfn,1.0,288.0,ta,ta,y,0,0,0,0,0,0,unknown,gdwo,unknown,0,7,2009,wd,normal,100000.0,144500.0
886,120,fv,50.0,5119,pave,no_alley_access,ir1,lvl,allpub,culdsac,gtl,somerst,norm,norm,twnhse,1story,9,5,1999,2000,gable,compshg,metalsd,metalsd,brkface,60.0,gd,ta,pconc,ex,ta,av,glq,1238.0,unf,0.0,460.0,1698.0,gasa,ex,y,sbrkr,1709,0,0,1709,1.0,0.0,2,0,2,1,gd,5,typ,1,ta,attchd,1999.0,fin,2.0,506.0,ta,ta,y,97,65,0,0,0,0,unknown,,unknown,0,1,2008,cwd,abnorml,328900.0,177250.0
887,90,rl,70.0,8393,pave,no_alley_access,reg,lvl,allpub,corner,gtl,names,norm,norm,duplex,1story,5,5,1959,2005,gable,compshg,metalsd,metalsd,brkface,122.0,ta,ta,cblock,ta,ta,no,lwq,528.0,unf,0.0,1098.0,1626.0,gasa,ex,y,sbrkr,1712,0,0,1712,0.0,0.0,2,0,4,2,ta,8,typ,0,,attchd,2005.0,fin,2.0,588.0,ta,ta,y,272,54,0,0,0,0,unknown,,unknown,0,6,2006,wd,family,145000.0,140000.0
888,50,rl,59.0,16466,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,edwards,norm,norm,1fam,1.5fin,5,7,1955,1955,gable,compshg,metalsd,metalsd,unknown,0.0,ta,gd,pconc,ta,ta,no,unf,0.0,unf,0.0,816.0,816.0,gasa,ta,y,sbrkr,872,521,0,1393,0.0,0.0,1,1,3,1,ta,8,typ,0,,attchd,1955.0,unf,1.0,300.0,ta,ta,y,121,0,0,0,265,0,unknown,,unknown,0,4,2008,wd,normal,135500.0,113500.0
889,20,rl,95.0,15865,pave,no_alley_access,ir1,lvl,allpub,inside,mod,names,norm,norm,1fam,1story,8,6,1970,1970,flat,tar&grv,wd sdng,wd sdng,unknown,0.0,gd,gd,pconc,ta,gd,gd,alq,351.0,rec,823.0,1043.0,2217.0,gasa,ex,y,sbrkr,2217,0,0,2217,1.0,0.0,2,0,4,1,gd,8,typ,1,ta,attchd,1970.0,unf,2.0,621.0,ta,ta,y,81,207,0,0,224,0,unknown,,unknown,0,10,2007,wd,normal,268000.0,205000.0
890,20,rl,128.0,12160,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,feedr,norm,1fam,1story,6,4,1953,1953,hip,compshg,wd sdng,wd sdng,brkface,90.0,ta,ta,cblock,ta,ta,no,blq,1024.0,unf,0.0,481.0,1505.0,gasa,ex,y,sbrkr,1505,0,0,1505,1.0,0.0,1,0,2,1,ta,6,typ,1,ta,attchd,1953.0,rfn,2.0,505.0,ta,ta,y,0,0,0,162,0,0,unknown,,unknown,0,2,2009,wd,normal,149500.0,131450.0
891,50,rl,60.0,8064,pave,no_alley_access,reg,lvl,allpub,corner,gtl,names,artery,norm,1fam,1.5fin,5,7,1949,2006,gable,compshg,metalsd,metalsd,unknown,0.0,ta,gd,cblock,ta,ta,mn,unf,0.0,unf,0.0,672.0,672.0,gasa,ex,y,sbrkr,672,252,0,924,0.0,0.0,1,0,3,1,ta,6,typ,1,po,detchd,2003.0,unf,2.0,576.0,ta,ta,y,0,0,0,0,0,0,unknown,mnprv,shed,2000,7,2007,wd,normal,122900.0,109900.0
892,60,rl,70.0,11184,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,2story,6,5,1978,1978,hip,compshg,hdboard,hdboard,brkface,92.0,ta,ta,cblock,ta,ta,no,lwq,226.0,rec,500.0,192.0,918.0,gasa,gd,y,sbrkr,918,765,0,1683,0.0,0.0,2,1,3,1,ta,7,typ,1,ta,attchd,1978.0,rfn,2.0,440.0,ta,ta,y,243,0,0,0,0,0,unknown,,unknown,0,7,2009,wd,normal,172500.0,136750.0
893,20,rl,70.0,8414,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,6,8,1963,2003,hip,compshg,hdboard,hdboard,unknown,0.0,ta,ta,cblock,ta,ta,no,glq,663.0,unf,0.0,396.0,1059.0,gasa,ta,y,sbrkr,1068,0,0,1068,0.0,1.0,1,0,3,1,ta,6,typ,0,,attchd,1963.0,rfn,1.0,264.0,ta,ta,y,192,0,0,0,0,0,unknown,mnprv,unknown,0,2,2006,wd,normal,154500.0,137000.0
894,20,rl,,13284,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyer,posn,norm,1fam,1story,5,5,1954,1954,gable,compshg,wd sdng,plywood,unknown,0.0,ta,ta,pconc,gd,ta,mn,blq,1064.0,unf,0.0,319.0,1383.0,gasa,ta,y,sbrkr,1383,0,0,1383,1.0,0.0,1,0,3,1,ta,6,typ,1,gd,attchd,1954.0,unf,1.0,354.0,ta,ta,y,511,116,0,0,0,0,unknown,gdprv,unknown,0,6,2008,wd,normal,165000.0,155000.0
895,90,rl,64.0,7018,pave,no_alley_access,reg,bnk,allpub,inside,gtl,sawyerw,norm,norm,duplex,1story,5,5,1979,1979,gable,compshg,plywood,plywood,unknown,0.0,ta,ta,slab,,unknown,no_basement,no_basement,0.0,no_basement,0.0,0.0,0.0,gasa,ta,y,sbrkr,1535,0,0,1535,0.0,0.0,2,0,4,2,ta,8,typ,0,,attchd,1979.0,unf,2.0,400.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,6,2009,wd,alloca,118858.0,129000.0
896,60,rl,71.0,7056,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,2story,6,5,1963,1963,hip,compshg,hdboard,hdboard,brkface,415.0,ta,ta,cblock,ta,ta,no,blq,400.0,unf,0.0,380.0,780.0,gasa,ta,y,sbrkr,983,813,0,1796,1.0,0.0,1,1,4,1,ta,8,typ,1,ta,attchd,1963.0,rfn,2.0,483.0,ta,ta,y,0,50,0,0,0,0,unknown,,unknown,0,10,2008,wd,normal,140000.0,154500.0
897,30,rm,50.0,8765,pave,grvl,reg,lvl,allpub,inside,gtl,idotrr,norm,norm,1fam,1story,4,6,1936,1950,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,brktil,ta,ta,no,alq,285.0,unf,0.0,666.0,951.0,gasa,ex,n,sbrkr,951,0,0,951,0.0,0.0,1,0,2,1,ta,6,typ,0,,detchd,1936.0,unf,1.0,327.0,ta,ta,y,0,28,0,0,0,0,unknown,,unknown,0,4,2006,wd,abnorml,106500.0,118400.0
898,90,rl,64.0,7018,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyerw,feedr,norm,duplex,2story,5,5,1979,1979,gable,compshg,plywood,plywood,unknown,0.0,ta,ta,slab,,unknown,no_basement,no_basement,0.0,no_basement,0.0,0.0,0.0,gasa,ta,y,sbrkr,1120,1120,0,2240,0.0,0.0,2,0,6,2,ta,12,typ,0,,detchd,1979.0,unf,2.0,528.0,ta,ta,y,154,0,0,0,0,0,unknown,,unknown,0,6,2009,wd,alloca,142953.0,127000.0
899,20,rl,100.0,12919,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,1story,9,5,2009,2010,hip,compshg,vinylsd,vinylsd,stone,760.0,ex,ta,pconc,ex,ta,gd,glq,2188.0,unf,0.0,142.0,2330.0,gasa,ex,y,sbrkr,2364,0,0,2364,1.0,0.0,2,1,2,1,ex,11,typ,2,gd,attchd,2009.0,fin,3.0,820.0,ta,ta,y,0,67,0,0,0,0,unknown,,unknown,0,3,2010,new,partial,611657.0,333500.0
900,20,rl,65.0,6993,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyer,feedr,norm,1fam,1story,5,7,1961,1994,gable,compshg,hdboard,plywood,unknown,0.0,ta,ta,cblock,ta,ta,no,blq,465.0,unf,0.0,447.0,912.0,gasa,ta,y,sbrkr,1236,0,0,1236,0.0,0.0,1,0,3,1,ta,6,typ,1,ta,attchd,1961.0,unf,1.0,288.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,6,2006,wd,normal,135000.0,136750.0
901,20,rl,,7340,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,4,6,1971,1971,gable,compshg,hdboard,hdboard,unknown,0.0,ta,ta,cblock,ta,ta,no,alq,322.0,unf,0.0,536.0,858.0,gasa,ta,y,sbrkr,858,0,0,858,0.0,0.0,1,0,2,1,ta,4,typ,0,,detchd,1979.0,unf,1.0,684.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,6,2007,wd,normal,110000.0,113000.0
902,20,rl,64.0,8712,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,7,1957,2000,hip,compshg,metalsd,metalsd,unknown,0.0,ta,gd,cblock,ta,ta,mn,blq,860.0,unf,0.0,132.0,992.0,gasa,ta,y,sbrkr,1306,0,0,1306,1.0,0.0,1,0,2,1,ta,5,typ,0,,detchd,1968.0,unf,1.0,756.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,5,2009,wd,normal,153000.0,135500.0
903,60,rl,63.0,7875,pave,no_alley_access,reg,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,7,5,2003,2003,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,783.0,783.0,gasa,ex,y,sbrkr,807,702,0,1509,0.0,0.0,2,1,3,1,gd,8,typ,1,gd,attchd,2003.0,fin,2.0,393.0,ta,ta,y,0,75,0,0,0,0,unknown,,unknown,0,7,2006,wd,normal,180000.0,189000.0
904,20,rl,50.0,14859,pave,no_alley_access,ir1,hls,allpub,culdsac,gtl,gilbert,norm,norm,1fam,1story,7,5,2006,2006,hip,compshg,vinylsd,vinylsd,brkface,27.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1670.0,1670.0,gasa,ex,y,sbrkr,1670,0,0,1670,0.0,0.0,2,0,3,1,gd,7,typ,1,gd,attchd,2006.0,rfn,3.0,690.0,ta,ta,y,144,60,0,0,0,0,unknown,,unknown,0,8,2006,new,partial,240000.0,222000.0
905,20,rl,,6173,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,5,6,1967,1967,gable,compshg,hdboard,wd sdng,brkface,75.0,ta,ta,cblock,ta,ta,no,glq,599.0,unf,0.0,277.0,876.0,gasa,ta,y,sbrkr,902,0,0,902,0.0,0.0,1,0,3,1,ta,6,typ,0,,attchd,1967.0,unf,1.0,288.0,ta,ta,y,0,0,0,0,0,0,unknown,mnprv,unknown,0,8,2007,wd,normal,125500.0,133000.0
906,20,rl,80.0,9920,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,5,1954,1954,gable,compshg,hdboard,hdboard,stone,110.0,ta,ta,cblock,ta,ta,no,rec,354.0,lwq,290.0,412.0,1056.0,gasa,ta,y,sbrkr,1063,0,0,1063,1.0,0.0,1,0,3,1,ta,6,typ,0,,attchd,1954.0,rfn,1.0,280.0,ta,ta,y,0,0,164,0,0,0,unknown,mnprv,unknown,0,2,2010,wd,normal,128000.0,147000.0
907,20,rl,116.0,13501,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,somerst,norm,norm,1fam,1story,8,5,2006,2006,gable,compshg,vinylsd,vinylsd,stone,208.0,gd,ta,pconc,gd,ta,no,glq,63.0,unf,0.0,1560.0,1623.0,gasa,ex,y,sbrkr,1636,0,0,1636,1.0,0.0,2,0,3,1,gd,8,typ,1,gd,attchd,2006.0,rfn,3.0,865.0,ta,ta,y,0,60,0,0,0,0,unknown,,unknown,0,6,2007,wd,normal,255000.0,264132.0
908,50,rl,86.0,11500,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,crawfor,norm,norm,1fam,1.5fin,7,7,1936,1987,gable,compshg,brkface,brkface,unknown,0.0,gd,ta,cblock,gd,ta,no,rec,223.0,unf,0.0,794.0,1017.0,gasa,gd,y,sbrkr,1020,1037,0,2057,0.0,0.0,1,1,3,1,gd,6,typ,1,gd,attchd,1936.0,fin,1.0,180.0,fa,ta,y,0,0,0,0,322,0,unknown,,unknown,0,6,2006,wd,normal,250000.0,239000.0
909,20,rl,,8885,pave,no_alley_access,ir1,low,allpub,inside,mod,mitchel,norm,norm,1fam,1story,5,5,1983,1983,gable,compshg,hdboard,hdboard,unknown,0.0,ta,ta,cblock,gd,ta,av,blq,301.0,alq,324.0,239.0,864.0,gasa,ta,y,sbrkr,902,0,0,902,1.0,0.0,1,0,2,1,ta,5,typ,0,,attchd,1983.0,unf,2.0,484.0,ta,ta,y,164,0,0,0,0,0,unknown,mnprv,unknown,0,6,2006,wd,normal,131000.0,130500.0
910,60,rl,149.0,12589,pave,no_alley_access,ir2,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,6,5,2005,2005,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,742.0,742.0,gasa,ex,y,sbrkr,742,742,0,1484,0.0,0.0,2,1,3,1,gd,8,typ,1,gd,attchd,2005.0,fin,2.0,390.0,ta,ta,y,36,24,0,0,0,0,unknown,,unknown,0,6,2009,wd,normal,174000.0,202500.0
911,90,rl,80.0,11600,pave,no_alley_access,reg,lvl,allpub,corner,gtl,names,feedr,norm,duplex,2story,5,5,1960,1960,gable,compshg,metalsd,metalsd,brkface,361.0,ta,ta,cblock,ta,ta,no,rec,443.0,unf,0.0,662.0,1105.0,gasa,ta,y,fusea,1105,1169,0,2274,0.0,0.0,2,0,5,2,ta,12,typ,0,,detchd,1960.0,unf,2.0,480.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,1,2010,wd,normal,154300.0,143000.0
912,20,rl,,9286,pave,no_alley_access,ir1,lvl,allpub,culdsac,mod,collgcr,norm,norm,1fam,1story,5,7,1977,1989,gable,compshg,hdboard,plywood,unknown,0.0,ta,ta,cblock,gd,gd,av,alq,196.0,unf,0.0,1072.0,1268.0,gasa,ta,y,sbrkr,1268,0,0,1268,0.0,0.0,1,1,3,1,gd,5,typ,0,,detchd,1978.0,unf,1.0,252.0,ta,ta,y,173,0,0,0,0,0,unknown,,unknown,0,10,2009,wd,normal,143500.0,136500.0
